county,MDI rate,Standard Error
21161,0.1961,0.0182
21163,0.1436,0.0191
21165,0.1961,0.0182
21167,0.1241,0.0196
21169,0.2007,0.0175
21171,0.2007,0.0175
21173,0.1961,0.0182
21175,0.1961,0.0182
21177,0.2058,0.0253
21179,0.0856,0.0115
21181,0.1392,0.0185
21183,0.1060,0.0146
21185,0.0809,0.0141
21187,0.1123,0.0111
21189,0.3105,0.0232
21191,0.1123,0.0111
21193,0.3105,0.0232
21195,0.2660,0.0222
21197,0.1462,0.0213
21199,0.1601,0.0210
21201,0.1961,0.0182
21203,0.3374,0.0308
21205,0.1961,0.0182
21207,0.1783,0.0206
21209,0.1392,0.0185
21211,0.0802,0.0149
21213,0.2007,0.0175
21215,0.0791,0.0163
21217,0.1783,0.0206
21219,0.1725,0.0291
21221,0.1725,0.0291
21223,0.0809,0.0141
21225,0.1060,0.0146
21227,0.1381,0.0193
21229,0.0856,0.0115
21231,0.1601,0.0210
21233,0.1060,0.0146
21235,0.3254,0.0289
21237,0.3105,0.0232
21239,0.1241,0.0196
22001,0.1818,0.0200
22003,0.0983,0.0169
22005,0.1002,0.0222
22007,0.1520,0.0207
22009,0.1973,0.0190
22011,0.0983,0.0169
22013,0.2299,0.0179
22015,0.1384,0.0189
22017,0.4166,0.0282
22019,0.1202,0.0170
22021,0.2259,0.0197
22023,0.1370,0.0171
22025,0.1973,0.0190
22027,0.2299,0.0179
22029,0.1973,0.0190
22031,0.2299,0.0179
22033,0.1830,0.0283
22035,0.2259,0.0197
22037,0.1711,0.0264
22039,0.2149,0.0219
22041,0.2259,0.0197
22043,0.1973,0.0190
22045,0.2008,0.0198
22047,0.1711,0.0264
22049,0.2259,0.0197
22051,0.1715,0.0214
22053,0.1370,0.0171
22055,0.1431,0.0261
22057,0.1520,0.0207
22059,0.1973,0.0190
22061,0.2299,0.0179
22063,0.1130,0.0185
22065,0.2259,0.0197
22067,0.2259,0.0197
22069,0.2299,0.0179
22071,0.4287,0.0235
22073,0.3684,0.0232
22075,0.1900,0.0208
22077,0.1711,0.0264
22079,0.1931,0.0171
22081,0.2299,0.0179
22083,0.2259,0.0197
22085,0.2299,0.0179
22087,0.1900,0.0208
22089,0.1419,0.0184
22091,0.1130,0.0185
22093,0.1419,0.0184
22095,0.1419,0.0184
22097,0.2149,0.0219
22099,0.2008,0.0198
22101,0.2008,0.0198
22103,0.1077,0.0196
22105,0.2073,0.0253
22107,0.2259,0.0197
22109,0.2413,0.0256
22111,0.2259,0.0197
22113,0.1818,0.0200
22115,0.1931,0.0171
22117,0.2073,0.0253
22119,0.1384,0.0189
22121,0.1711,0.0264
22123,0.2259,0.0197
22125,0.1711,0.0264
22127,0.1973,0.0190
23001,0.1179,0.0172
23003,0.1492,0.0135
23005,0.0755,0.0143
23007,0.1471,0.0174
23009,0.0827,0.0122
23011,0.1286,0.0196
23013,0.0827,0.0122
23015,0.0827,0.0122
23017,0.1471,0.0174
23019,0.1449,0.0197
23021,0.1471,0.0174
23023,0.0754,0.0164
23025,0.1471,0.0174
23027,0.0827,0.0122
23029,0.1492,0.0135
23031,0.0483,0.0104
24001,0.1353,0.0149
24003,0.0818,0.0167
24005,0.1121,0.0072
24009,0.0904,0.0140
24011,0.1062,0.0125
24013,0.0400,0.0069
24015,0.0976,0.0222
24017,0.0685,0.0129
24019,0.1062,0.0125
24021,0.0704,0.0134
24023,0.1353,0.0149
24025,0.0841,0.0177
24027,0.0709,0.0142
24029,0.1062,0.0125
24031,0.0862,0.0053
24033,0.1098,0.0066
24035,0.1062,0.0125
24037,0.0904,0.0140
24039,0.1448,0.0179
24041,0.1062,0.0125
24043,0.1364,0.0209
24045,0.1448,0.0179
24047,0.1448,0.0179
24510,0.3697,0.0114
25001,0.0635,0.0121
25003,0.0819,0.0100
25005,0.1130,0.0185
25007,0.0621,0.0147
25009,0.1251,0.0063
25011,0.1117,0.0152
25013,0.1236,0.0146
25015,0.0981,0.0136
25017,0.0802,0.0037
25019,0.0621,0.0147
25021,0.0808,0.0060
25023,0.0745,0.0133
25025,0.1862,0.0071
25027,0.0978,0.0051
26001,0.1412,0.0151
26003,0.1170,0.0114
26005,0.0727,0.0141
26007,0.1412,0.0151
26009,0.1061,0.0107
26011,0.1689,0.0160
26013,0.1328,0.0159
26015,0.1231,0.0171
26017,0.1127,0.0141
26019,0.0769,0.0134
26021,0.1592,0.0191
26023,0.1519,0.0259
26025,0.1231,0.0171
26027,0.1056,0.0170
26029,0.1061,0.0107
26031,0.1412,0.0151
26033,0.1170,0.0114
26035,0.1729,0.0220
26037,0.0732,0.0109
26039,0.1412,0.0151
26041,0.1170,0.0114
26043,0.1328,0.0159
26045,0.0732,0.0109
26047,0.1061,0.0107
26049,0.1695,0.0194
26051,0.1689,0.0160
26053,0.1328,0.0159
26055,0.0769,0.0134
26057,0.1729,0.0220
26059,0.1055,0.0131
26061,0.1328,0.0159
26063,0.1514,0.0182
26065,0.1686,0.0224
26067,0.1224,0.0121
26069,0.1689,0.0160
26071,0.1328,0.0159
26073,0.1729,0.0220
26075,0.1134,0.0156
26077,0.1034,0.0173
26079,0.1061,0.0107
26081,0.0999,0.0064
26083,0.1328,0.0159
26085,0.1465,0.0146
26087,0.0614,0.0083
26089,0.0769,0.0134
26091,0.1055,0.0131
26093,0.0484,0.0087
26095,0.1170,0.0114
26097,0.1170,0.0114
26099,0.1141,0.0055
26101,0.0769,0.0134
26103,0.1328,0.0159
26105,0.1465,0.0146
26107,0.1224,0.0121
26109,0.1170,0.0114
26111,0.1127,0.0141
26113,0.1061,0.0107
26115,0.0960,0.0165
26117,0.1224,0.0121
26119,0.1412,0.0151
26121,0.1471,0.0154
26123,0.1465,0.0146
26125,0.0833,0.0042
26127,0.1465,0.0146
26129,0.1689,0.0160
26131,0.1328,0.0159
26133,0.1224,0.0121
26135,0.1412,0.0151
26137,0.1412,0.0151
26139,0.0631,0.0155
26141,0.1412,0.0151
26143,0.1689,0.0160
26145,0.1591,0.0158
26147,0.0957,0.0122
26149,0.1519,0.0259
26151,0.1514,0.0182
26153,0.1170,0.0114
26155,0.1080,0.0149
26157,0.1514,0.0182
26159,0.1056,0.0170
26161,0.1008,0.0173
26163,0.3814,0.0050
26165,0.1061,0.0107
27001,0.0983,0.0095
27003,0.0541,0.0132
27005,0.1378,0.0197
27007,0.1378,0.0197
27009,0.0470,0.0096
27011,0.1064,0.0157
27013,0.1023,0.0183
27015,0.0657,0.0086
27017,0.0964,0.0146
27019,0.0299,0.0121
27021,0.0983,0.0095
27023,0.0657,0.0086
27025,0.0664,0.0113
27027,0.1168,0.0186
27029,0.1378,0.0197
27031,0.0962,0.0151
27033,0.1119,0.0160
27035,0.0970,0.0155
27037,0.0668,0.0132
27039,0.0681,0.0128
27041,0.1064,0.0157
27043,0.1119,0.0160
27045,0.0591,0.0111
27047,0.0681,0.0128
27049,0.0956,0.0127
27051,0.1064,0.0157
27053,0.0962,0.0036
27055,0.0591,0.0111
27057,0.1378,0.0197
27059,0.0664,0.0113
27061,0.0983,0.0095
27063,0.1119,0.0160
27065,0.0664,0.0113
27067,0.1009,0.0155
27069,0.1168,0.0186
27071,0.0962,0.0151
27073,0.0657,0.0086
27075,0.0962,0.0151
27077,0.1378,0.0197
27079,0.0956,0.0127
27081,0.0657,0.0086
27083,0.0657,0.0086
27085,0.1009,0.0155
27087,0.1378,0.0197
27089,0.1168,0.0186
27091,0.1119,0.0160
27093,0.1009,0.0155
27095,0.0664,0.0113
27097,0.0970,0.0155
27099,0.0681,0.0128
27101,0.1119,0.0160
27103,0.1023,0.0183
27105,0.1119,0.0160
27107,0.1168,0.0186
27109,0.0763,0.0167
27111,0.1064,0.0157
27113,0.1168,0.0186
27115,0.0664,0.0113
27117,0.1119,0.0160
27119,0.1168,0.0186
27121,0.1064,0.0157
27123,0.1417,0.0231
27125,0.1168,0.0186
27127,0.0657,0.0086
27129,0.1009,0.0155
27131,0.0956,0.0127
27133,0.1119,0.0160
27135,0.1168,0.0186
27137,0.1021,0.0159
27139,0.0541,0.0140
27141,0.0470,0.0096
27143,0.1009,0.0155
27145,0.1152,0.0207
27147,0.0681,0.0128
27149,0.1064,0.0157
27151,0.1064,0.0157
27153,0.0970,0.0155
27155,0.1064,0.0157
27157,0.0591,0.0111
27159,0.0970,0.0155
27161,0.1023,0.0183
27163,0.0387,0.0110
27165,0.1119,0.0160
27167,0.1064,0.0157
27169,0.0591,0.0111
27171,0.0287,0.0084
27173,0.0657,0.0086
28001,0.2332,0.0242
28003,0.1871,0.0195
28005,0.2332,0.0242
28007,0.2603,0.0174
28009,0.1871,0.0195
28011,0.2691,0.0212
28013,0.1737,0.0193
28015,0.2603,0.0174
28017,0.1737,0.0193
28019,0.2403,0.0228
28021,0.2332,0.0242
28023,0.1770,0.0204
28025,0.2403,0.0228
28027,0.2794,0.0218
28029,0.2018,0.0204
28031,0.1522,0.0215
28033,0.0718,0.0120
28035,0.2117,0.0204
28037,0.2332,0.0242
28039,0.1820,0.0269
28041,0.1522,0.0215
28043,0.2603,0.0174
28045,0.1820,0.0269
28047,0.1537,0.0171
28049,0.2450,0.0208
28051,0.2603,0.0174
28053,0.2691,0.0212
28055,0.2691,0.0212
28057,0.1737,0.0193
28059,0.1258,0.0160
28061,0.2358,0.0260
28063,0.2332,0.0242
28065,0.1522,0.0215
28067,0.1522,0.0215
28069,0.2358,0.0260
28071,0.1737,0.0193
28073,0.2117,0.0204
28075,0.1770,0.0204
28077,0.2332,0.0242
28079,0.2358,0.0260
28081,0.1309,0.0170
28083,0.2603,0.0174
28085,0.2332,0.0242
28087,0.2403,0.0228
28089,0.2138,0.0202
28091,0.2117,0.0204
28093,0.1871,0.0195
28095,0.1737,0.0193
28097,0.2603,0.0174
28099,0.2358,0.0260
28101,0.1770,0.0204
28103,0.2403,0.0228
28105,0.2403,0.0228
28107,0.2794,0.0218
28109,0.1820,0.0269
28111,0.2117,0.0204
28113,0.2332,0.0242
28115,0.1309,0.0170
28117,0.1871,0.0195
28119,0.2794,0.0218
28121,0.0981,0.0164
28123,0.2358,0.0260
28125,0.2691,0.0212
28127,0.0981,0.0164
28129,0.2358,0.0260
28131,0.1820,0.0269
28133,0.2691,0.0212
28135,0.2794,0.0218
28137,0.2794,0.0218
28139,0.1871,0.0195
28141,0.1871,0.0195
28143,0.2794,0.0218
28145,0.1309,0.0170
28147,0.2332,0.0242
28149,0.2018,0.0204
28151,0.2691,0.0212
28153,0.1522,0.0215
28155,0.2403,0.0228
28157,0.2332,0.0242
28159,0.2403,0.0228
28161,0.2603,0.0174
28163,0.1214,0.0195
29001,0.1662,0.0191
29003,0.1331,0.0217
29005,0.1136,0.0122
29007,0.0994,0.0146
29009,0.1308,0.0160
29011,0.1514,0.0198
29013,0.1216,0.0173
29015,0.1372,0.0170
29017,0.1481,0.0170
29019,0.0897,0.0159
29021,0.1331,0.0217
29023,0.1984,0.0222
29025,0.1012,0.0128
29027,0.1096,0.0180
29029,0.1238,0.0178
29031,0.1481,0.0170
29033,0.1006,0.0135
29035,0.1984,0.0222
29037,0.1216,0.0173
29039,0.1514,0.0198
29041,0.1006,0.0135
29043,0.1088,0.0204
29045,0.1662,0.0191
29047,0.0557,0.0135
29049,0.1012,0.0128
29051,0.1096,0.0180
29053,0.1006,0.0135
29055,0.1881,0.0240
29057,0.1514,0.0198
29059,0.1372,0.0170
29061,0.1136,0.0122
29063,0.1331,0.0217
29065,0.1881,0.0240
29067,0.1919,0.0210
29069,0.2010,0.0160
29071,0.1292,0.0215
29073,0.1881,0.0240
29075,0.1136,0.0122
29077,0.1433,0.0198
29079,0.1136,0.0122
29081,0.1136,0.0122
29083,0.1514,0.0198
29085,0.1372,0.0170
29087,0.1136,0.0122
29089,0.1006,0.0135
29091,0.1919,0.0210
29093,0.1984,0.0222
29095,0.1131,0.0062
29097,0.1473,0.0196
29099,0.0870,0.0179
29101,0.1012,0.0128
29103,0.1662,0.0191
29105,0.1372,0.0170
29107,0.1012,0.0128
29109,0.1514,0.0198
29111,0.1662,0.0191
29113,0.0994,0.0146
29115,0.1136,0.0122
29117,0.1136,0.0122
29119,0.1308,0.0160
29121,0.1662,0.0191
29123,0.1984,0.0222
29125,0.1881,0.0240
29127,0.1662,0.0191
29129,0.1136,0.0122
29131,0.1238,0.0178
29133,0.2010,0.0160
29135,0.1096,0.0180
29137,0.1662,0.0191
29139,0.0994,0.0146
29141,0.1238,0.0178
29143,0.2010,0.0160
29145,0.1473,0.0196
29147,0.1136,0.0122
29149,0.1919,0.0210
29151,0.1096,0.0180
29153,0.1919,0.0210
29155,0.2010,0.0160
29157,0.1552,0.0214
29159,0.1006,0.0135
29161,0.1881,0.0240
29163,0.0994,0.0146
29165,0.0504,0.0131
29167,0.1372,0.0170
29169,0.1238,0.0178
29171,0.1136,0.0122
29173,0.1662,0.0191
29175,0.1006,0.0135
29177,0.1012,0.0128
29179,0.1984,0.0222
29181,0.1984,0.0222
29183,0.0446,0.0125
29185,0.1514,0.0198
29186,0.1552,0.0214
29187,0.1552,0.0214
29189,0.1043,0.0053
29195,0.1006,0.0135
29197,0.1662,0.0191
29199,0.1662,0.0191
29201,0.1481,0.0170
29203,0.1919,0.0210
29205,0.1662,0.0191
29207,0.2010,0.0160
29209,0.1308,0.0160
29211,0.1136,0.0122
29213,0.1308,0.0160
29215,0.1919,0.0210
29217,0.1514,0.0198
29219,0.0994,0.0146
29221,0.1552,0.0214
29223,0.1984,0.0222
29225,0.1088,0.0204
29227,0.1136,0.0122
29229,0.1919,0.0210
29510,0.3680,0.0237
30001,0.0997,0.0162
30003,0.1013,0.0135
30005,0.1057,0.0151
30007,0.0997,0.0162
30009,0.0698,0.0112
30011,0.1013,0.0135
30013,0.1057,0.0151
30015,0.1057,0.0151
30017,0.1013,0.0135
30019,0.1013,0.0135
30021,0.1013,0.0135
30023,0.0997,0.0162
30025,0.1013,0.0135
30027,0.1057,0.0151
30029,0.0804,0.0138
30031,0.0698,0.0112
30033,0.1013,0.0135
30035,0.0804,0.0138
30037,0.1013,0.0135
30039,0.0997,0.0162
30041,0.1057,0.0151
30043,0.0997,0.0162
30045,0.1057,0.0151
30047,0.1269,0.0157
30049,0.0997,0.0162
30051,0.1057,0.0151
30053,0.0804,0.0138
30055,0.1013,0.0135
30057,0.0997,0.0162
30059,0.1057,0.0151
30061,0.1269,0.0157
30063,0.1269,0.0157
30065,0.1013,0.0135
30067,0.0698,0.0112
30069,0.1057,0.0151
30071,0.1013,0.0135
30073,0.1057,0.0151
30075,0.1013,0.0135
30077,0.0997,0.0162
30079,0.1013,0.0135
30081,0.1269,0.0157
30083,0.1013,0.0135
30085,0.1013,0.0135
30087,0.1013,0.0135
30089,0.1269,0.0157
30091,0.1013,0.0135
30093,0.0997,0.0162
30095,0.0698,0.0112
30097,0.0698,0.0112
30099,0.1057,0.0151
30101,0.1057,0.0151
30103,0.1013,0.0135
30105,0.1013,0.0135
30107,0.1057,0.0151
30109,0.1013,0.0135
30111,0.0833,0.0153
31001,0.1111,0.0196
31003,0.1132,0.0175
31005,0.0668,0.0133
31007,0.0792,0.0145
31009,0.0851,0.0204
31011,0.1132,0.0175
31013,0.0792,0.0145
31015,0.0792,0.0145
31017,0.0792,0.0145
31019,0.1111,0.0196
31021,0.1132,0.0175
31023,0.0743,0.0111
31025,0.0825,0.0157
31027,0.1132,0.0175
31029,0.0668,0.0133
31031,0.0792,0.0145
31033,0.0792,0.0145
31035,0.1111,0.0196
31037,0.1132,0.0175
31039,0.1132,0.0175
31041,0.0851,0.0204
31043,0.1132,0.0175
31045,0.0792,0.0145
31047,0.0668,0.0133
31049,0.0792,0.0145
31051,0.1132,0.0175
31053,0.0825,0.0157
31055,0.1417,0.0205
31057,0.0668,0.0133
31059,0.0743,0.0111
31061,0.1111,0.0196
31063,0.0668,0.0133
31065,0.0668,0.0133
31067,0.0743,0.0111
31069,0.0792,0.0145
31071,0.0851,0.0204
31073,0.0668,0.0133
31075,0.0668,0.0133
31077,0.0851,0.0204
31079,0.0851,0.0204
31081,0.0851,0.0204
31083,0.1111,0.0196
31085,0.0668,0.0133
31087,0.0668,0.0133
31089,0.0792,0.0145
31091,0.0668,0.0133
31093,0.0851,0.0204
31095,0.0743,0.0111
31097,0.0743,0.0111
31099,0.1111,0.0196
31101,0.0668,0.0133
31103,0.0792,0.0145
31105,0.0792,0.0145
31107,0.1132,0.0175
31109,0.0774,0.0176
31111,0.0668,0.0133
31113,0.0668,0.0133
31115,0.0851,0.0204
31117,0.0668,0.0133
31119,0.1132,0.0175
31121,0.0851,0.0204
31123,0.0792,0.0145
31125,0.1132,0.0175
31127,0.0743,0.0111
31129,0.1111,0.0196
31131,0.0743,0.0111
31133,0.0743,0.0111
31135,0.0668,0.0133
31137,0.1111,0.0196
31139,0.1132,0.0175
31141,0.1132,0.0175
31143,0.0743,0.0111
31145,0.0668,0.0133
31147,0.0743,0.0111
31149,0.0792,0.0145
31151,0.0743,0.0111
31153,0.0536,0.0113
31155,0.0825,0.0157
31157,0.0792,0.0145
31159,0.0743,0.0111
31161,0.0792,0.0145
31163,0.0851,0.0204
31165,0.0792,0.0145
31167,0.1132,0.0175
31169,0.0743,0.0111
31171,0.0668,0.0133
31173,0.1132,0.0175
31175,0.0851,0.0204
31177,0.0825,0.0157
31179,0.1132,0.0175
31181,0.1111,0.0196
31183,0.0851,0.0204
31185,0.0743,0.0111
32001,0.1244,0.0148
32003,0.1429,0.0035
32005,0.1146,0.0165
32007,0.1244,0.0148
32009,0.1244,0.0148
32011,0.1244,0.0148
32013,0.1244,0.0148
32015,0.1244,0.0148
32017,0.1244,0.0148
32019,0.1146,0.0165
32021,0.1244,0.0148
32023,0.1244,0.0148
32027,0.1244,0.0148
32029,0.1146,0.0165
32031,0.0908,0.0143
32033,0.1244,0.0148
32510,0.1146,0.0165
33001,0.1082,0.0156
33003,0.0858,0.0138
33005,0.0764,0.0142
33007,0.0871,0.0131
33009,0.0871,0.0131
33011,0.0606,0.0128
33013,0.1004,0.0158
33015,0.0733,0.0122
33017,0.0828,0.0136
33019,0.0764,0.0142
34001,0.1693,0.0190
34003,0.0894,0.0061
34005,0.0730,0.0134
34007,0.1264,0.0174
34009,0.1019,0.0149
34011,0.1958,0.0281
34013,0.1788,0.0075
34015,0.0717,0.0119
34017,0.1555,0.0085
34019,0.0516,0.0102
34021,0.1473,0.0202
34023,0.1063,0.0062
34025,0.0868,0.0058
34027,0.0472,0.0099
34029,0.1235,0.0082
34031,0.1722,0.0195
34033,0.2137,0.0281
34035,0.0729,0.0168
34037,0.0603,0.0113
34039,0.1147,0.0205
34041,0.0542,0.0117
35001,0.1598,0.0089
35003,0.4479,0.0289
35005,0.1424,0.0192
35006,0.6003,0.0249
35007,0.1829,0.0231
35009,0.1829,0.0231
35011,0.1829,0.0231
35013,0.2378,0.0329
35015,0.1342,0.0205
35017,0.4479,0.0289
35019,0.1829,0.0231
35021,0.1829,0.0231
35023,0.4479,0.0289
35025,0.1342,0.0205
35027,0.1424,0.0192
35028,0.2419,0.0306
35029,0.4479,0.0289
35031,0.6003,0.0249
35033,0.2419,0.0306
35035,0.1424,0.0192
35037,0.1829,0.0231
35039,X,X
35041,0.1829,0.0231
35043,0.1870,0.0188
35045,0.3946,0.0290
35047,0.2419,0.0306
35049,0.1002,0.0146
35051,0.4479,0.0289
35053,0.4479,0.0289
35055,0.2419,0.0306
35057,0.4479,0.0289
35059,0.1829,0.0231
35061,0.1742,0.0328
36001,0.1268,0.0189
36003,0.1389,0.0127
36005,0.3428,0.0081
36007,0.1226,0.0176
36009,0.1389,0.0127
36011,0.0971,0.0203
36013,0.1753,0.0217
36015,0.1355,0.0176
36017,0.1408,0.0193
36019,0.1176,0.0117
36021,0.0970,0.0144
36023,0.1020,0.0152
36025,0.1408,0.0193
36027,0.0980,0.0135
36029,0.1342,0.0047
36031,0.1176,0.0117
36033,0.1176,0.0117
36035,0.1694,0.0236
36037,0.1336,0.0186
36039,0.0970,0.0144
36041,0.1176,0.0117
36043,0.0842,0.0124
36045,0.1338,0.0192
36047,0.2311,0.0043
36049,0.1338,0.0192
36051,0.0944,0.0117
36053,0.1020,0.0152
36055,0.1453,0.0061
36057,0.1694,0.0236
36059,0.0851,0.0042
36061,0.1713,0.0060
36063,0.1132,0.0146
36065,0.1611,0.0181
36067,0.0924,0.0141
36069,0.0571,0.0099
36071,0.1278,0.0232
36073,0.1336,0.0186
36075,0.1250,0.0176
36077,0.0947,0.0131
36079,0.0586,0.0109
36081,0.1689,0.0044
36083,0.1297,0.0155
36085,0.1488,0.0219
36087,0.1527,0.0244
36089,0.1729,0.0230
36091,0.0558,0.0107
36093,0.1168,0.0196
36095,0.0947,0.0131
36097,0.1247,0.0135
36099,0.1126,0.0143
36101,0.1336,0.0169
36103,0.0908,0.0049
36105,0.1656,0.0249
36107,0.0667,0.0139
36109,0.1808,0.0218
36111,0.1320,0.0207
36113,0.1038,0.0119
36115,0.1038,0.0119
36117,0.1126,0.0143
36119,0.1137,0.0051
36121,0.0944,0.0117
36123,0.0571,0.0099
37001,0.1591,0.0162
37003,0.1345,0.0168
37005,0.1633,0.0185
37007,0.1307,0.0172
37009,0.1721,0.0181
37011,0.1721,0.0181
37013,0.1421,0.0172
37015,0.1693,0.0233
37017,0.1674,0.0232
37019,0.1026,0.0153
37021,0.0982,0.0156
37023,0.1616,0.0201
37025,0.1043,0.0186
37027,0.1345,0.0168
37029,0.1529,0.0201
37031,0.1421,0.0172
37033,0.1364,0.0184
37035,0.1264,0.0136
37037,0.1389,0.0159
37039,0.1440,0.0189
37041,0.1529,0.0201
37043,0.1440,0.0189
37045,0.1239,0.0168
37047,0.1674,0.0232
37049,0.1584,0.0233
37051,0.1683,0.0202
37053,0.1529,0.0201
37055,0.1693,0.0233
37057,0.1355,0.0170
37059,0.1255,0.0172
37061,0.2046,0.0191
37063,0.1833,0.0217
37065,0.1376,0.0186
37067,0.1429,0.0165
37069,0.1848,0.0222
37071,0.1356,0.0174
37073,0.1529,0.0201
37075,0.1422,0.0194
37077,0.1364,0.0184
37079,0.1846,0.0264
37081,0.1179,0.0184
37083,0.2205,0.0205
37085,0.1636,0.0192
37087,0.1422,0.0194
37089,0.1280,0.0180
37091,0.2205,0.0205
37093,0.1835,0.0170
37095,0.1693,0.0233
37097,0.0912,0.0145
37099,0.1425,0.0193
37101,0.1472,0.0188
37103,0.1936,0.0206
37105,0.1389,0.0159
37107,0.1936,0.0206
37109,0.1191,0.0173
37111,0.1616,0.0201
37113,0.1440,0.0189
37115,0.1422,0.0194
37117,0.1693,0.0233
37119,0.2550,0.0067
37121,0.1721,0.0181
37123,0.0864,0.0140
37125,0.0864,0.0140
37127,0.1376,0.0186
37129,0.1068,0.0160
37131,0.2205,0.0205
37133,0.1141,0.0174
37135,0.1017,0.0181
37137,0.1421,0.0172
37139,0.1529,0.0201
37141,0.0985,0.0152
37143,0.1529,0.0201
37145,0.1364,0.0184
37147,0.1989,0.0197
37149,0.1286,0.0163
37151,0.1618,0.0267
37153,0.1835,0.0170
37155,0.1750,0.0229
37157,0.1482,0.0197
37159,0.1325,0.0219
37161,0.1286,0.0163
37163,0.2046,0.0191
37165,0.1835,0.0170
37167,0.0968,0.0196
37169,0.1482,0.0197
37171,0.1633,0.0185
37173,0.1422,0.0194
37175,0.1280,0.0180
37177,0.1693,0.0233
37179,0.0856,0.0132
37181,0.1848,0.0222
37183,0.0771,0.0053
37185,0.2100,0.0210
37187,0.1693,0.0233
37189,0.1721,0.0181
37191,0.2103,0.0246
37193,0.1633,0.0185
37195,0.1846,0.0264
37197,0.1255,0.0172
37199,0.1721,0.0181
38001,0.0632,0.0089
38003,0.1058,0.0131
38005,0.1058,0.0131
38007,0.0632,0.0089
38009,0.1058,0.0131
38011,0.0632,0.0089
38013,0.0632,0.0089
38015,0.0681,0.0119
38017,0.0399,0.0076
38019,0.1083,0.0162
38021,0.1058,0.0131
38023,0.0632,0.0089
38025,0.0632,0.0089
38027,0.1058,0.0131
38029,0.0681,0.0119
38031,0.1058,0.0131
38033,0.0632,0.0089
38035,0.1083,0.0162
38037,0.0632,0.0089
38039,0.1083,0.0162
38041,0.0632,0.0089
38043,0.0681,0.0119
38045,0.1058,0.0131
38047,0.0681,0.0119
38049,0.0632,0.0089
38051,0.0681,0.0119
38053,0.0632,0.0089
38055,0.0632,0.0089
38057,0.0632,0.0089
38059,0.0681,0.0119
38061,0.0632,0.0089
38063,0.1058,0.0131
38065,0.0632,0.0089
38067,0.1083,0.0162
38069,0.1058,0.0131
38071,0.1058,0.0131
38073,0.1058,0.0131
38075,0.0632,0.0089
38077,0.1058,0.0131
38079,0.1058,0.0131
38081,0.1058,0.0131
38083,0.1058,0.0131
38085,0.0632,0.0089
38087,0.0632,0.0089
38089,0.0632,0.0089
38091,0.1083,0.0162
38093,0.1058,0.0131
38095,0.1083,0.0162
38097,0.1083,0.0162
38099,0.1083,0.0162
38101,0.0632,0.0089
38103,0.1058,0.0131
38105,0.0632,0.0089
39001,0.1400,0.0192
39003,0.1492,0.0233
39005,0.1443,0.0220
39007,0.1593,0.0255
39009,0.2302,0.0192
39011,0.0661,0.0109
39013,0.1034,0.0160
39015,0.1534,0.0189
39017,0.0926,0.0128
39019,0.1229,0.0212
39021,0.1042,0.0122
39023,0.1412,0.0196
39025,0.1277,0.0175
39027,0.1400,0.0192
39029,0.1100,0.0226
39031,0.1542,0.0211
39033,0.0935,0.0144
39035,0.3154,0.0052
39037,0.0743,0.0110
39039,0.0746,0.0100
39041,0.0451,0.0096
39043,0.1192,0.0147
39045,0.0695,0.0128
39047,0.1732,0.0250
39049,0.1402,0.0064
39051,0.1042,0.0167
39053,0.2302,0.0192
39055,0.0909,0.0167
39057,0.0964,0.0153
39059,0.1542,0.0211
39061,0.1377,0.0071
39063,0.0694,0.0115
39065,0.1042,0.0122
39067,0.1025,0.0141
39069,0.0746,0.0100
39071,0.1400,0.0192
39073,0.1860,0.0245
39075,0.1542,0.0211
39077,0.1443,0.0220
39079,0.1860,0.0245
39081,0.1034,0.0160
39083,0.1163,0.0148
39085,0.1039,0.0196
39087,0.1783,0.0179
39089,0.0757,0.0119
39091,0.1042,0.0122
39093,0.1414,0.0197
39095,0.2234,0.0189
39097,0.0775,0.0147
39099,0.1380,0.0152
39101,0.1163,0.0148
39103,0.0381,0.0058
39105,0.2302,0.0192
39107,0.0661,0.0109
39109,0.0787,0.0153
39111,0.1372,0.0199
39113,0.1457,0.0193
39115,0.1372,0.0199
39117,0.1163,0.0148
39119,0.1328,0.0172
39121,0.1372,0.0199
39123,0.0761,0.0145
39125,0.0746,0.0100
39127,0.1328,0.0172
39129,0.0775,0.0147
39131,0.1860,0.0245
39133,0.0980,0.0144
39135,0.0743,0.0110
39137,0.0694,0.0115
39139,0.1466,0.0305
39141,0.1732,0.0250
39143,0.1192,0.0147
39145,0.1783,0.0179
39147,0.0935,0.0144
39149,0.0743,0.0110
39151,0.1295,0.0196
39153,0.1097,0.0161
39155,0.1215,0.0171
39157,0.1025,0.0141
39159,0.0775,0.0147
39161,0.0661,0.0109
39163,0.1860,0.0245
39165,0.0370,0.0116
39167,0.1372,0.0199
39169,0.1333,0.0188
39171,0.0746,0.0100
39173,0.1039,0.0156
39175,0.0935,0.0144
40001,0.1983,0.0212
40003,0.1397,0.0245
40005,0.1438,0.0157
40007,0.1397,0.0245
40009,0.1632,0.0264
40011,0.1397,0.0245
40013,0.1438,0.0157
40015,0.1406,0.0241
40017,0.0643,0.0175
40019,0.1777,0.0216
40021,0.1983,0.0212
40023,0.1773,0.0157
40025,0.1397,0.0245
40027,0.1229,0.0200
40029,0.1438,0.0157
40031,0.1189,0.0222
40033,0.1406,0.0241
40035,0.1371,0.0123
